I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-68, -68, 0, 68, -34, -34, -87, -19, -117, -58, -48, -29, 
-68, -68, 0, 68, -34, -34, -87, -19, -117, -58, -48, -29, 
-68, -68, 0, 68, -34, -34, -87, -19, -117, -58, -48, -29, 
-68, -68, 0, 68, -34, -34, -87, -19, -117, -58, -48, -29, 
-58, -63, -4, 61, -26, -34, -78, -9, -117, -48, -48, -19, 
-58, -58, 0, 58, -29, -29, -78, -9, -117, -48, -48, -19, 
-58, -53, 4, 56, -31, -24, -78, -9, -117, -48, -48, -19, 
-58, -48, 9, 53, -34, -19, -78, -9, -117, -48, -48, -19, 
-48, -43, 4, 46, -26, -19, -68, 0, -102, -39, -39, -19, 
-48, -39, 9, 43, -29, -14, -58, 4, -97, -34, -29, -9, 
-43, -29, 14, 36, -29, -7, -53, 14, -78, -24, -24, -4, 
-39, -14, 24, 26, -31, 4, -48, 24, -73, -19, -24, 0, 
-43, -24, 19, 34, -31, -2, -53, 24, -68, -14, -14, 9, 
-39, -19, 19, 29, -29, 0, -53, 24, -58, -14, -14, 14, 
-34, -14, 19, 24, -26, 2, -53, 29, -58, -14, -4, 14, 
-34, -14, 19, 24, -26, 2, -43, 39, -58, -14, -4, 14, 
-34, -14, 19, 24, -26, 2, -43, 39, -58, -14, -14, 4, 
-34, -14, 19, 24, -26, 2, -39, 48, -53, -14, -4, 4, 
-34, -14, 19, 24, -26, 2, -39, 53, -48, -4, -4, 9, 
-34, -9, 24, 21, -29, 7, -39, 58, -43, 0, 0, 9, 
-34, -9, 24, 21, -29, 7, -39, 53, -53, 0, 0, 9, 
-34, -9, 24, 21, -29, 7, -34, 53, -53, 0, 0, 14, 
-34, -9, 24, 21, -29, 7, -34, 53, -48, 0, 0, 14, 
-34, -9, 24, 21, -29, 7, -34, 53, -48, 0, 0, 14, 
-29, 0, 29, 14, -29, 14, -53, 43, -39, 9, 9, 24, 
-29, 4, 34, 12, -31, 19, -68, 39, -43, 9, 9, 24, 
-34, 9, 43, 12, -39, 26, -82, 24, -48, 0, 9, 24, 
-34, 14, 48, 9, -41, 31, -97, 14, -53, 0, 9, 24, 
-24, 24, 48, 0, -36, 36, -107, 19, -48, 4, 14, 24, 
-24, 24, 48, 0, -36, 36, -117, 14, -53, 0, 4, 24, 
-24, 24, 48, 0, -36, 36, -112, 9, -63, -4, 4, 24, 
-24, 24, 48, 0, -36, 36, -117, 9, -73, -9, 0, 24, 
-14, 19, 34, -2, -24, 26, -107, 0, -73, -9, -9, 24, 
-19, 19, 39, 0, -29, 29, -107, -9, -82, -14, -9, 19, 
-19, 19, 39, 0, -29, 29, -112, -19, -87, -19, -14, 19, 
-19, 14, 34, 2, -26, 24, -117, -29, -92, -24, -19, 19, 
-9, 4, 14, 2, -12, 9, -131, -34, -87, -19, -19, 19, 
-9, 4, 14, 2, -12, 9, -136, -34, -97, -24, -14, 24, 
-4, 0, 4, 2, -4, 2, -141, -29, -102, -24, -9, 24, 
-4, -4, 0, 4, -2, -2, -141, -24, -107, -29, -9, 29, 
-9, -4, 4, 7, -7, 0, -141, -34, -97, -29, -9, 29, 
-4, -4, 0, 4, -2, -2, -141, -34, -97, -29, -9, 29, 
-4, -4, 0, 4, -2, -2, -141, -34, -97, -29, -9, 24, 
-4, -4, 0, 4, -2, -2, -141, -34, -97, -29, -9, 24, 
-14, -9, 4, 12, -9, -2, -131, -29, -97, -19, -9, 24, 
-9, -14, -4, 12, -2, -9, -131, -24, -92, -19, -9, 24, 
-9, -19, -9, 14, 0, -14, -131, -19, -92, -19, -9, 29, 
-9, -24, -14, 17, 2, -19, -122, -9, -87, -14, -9, 29, 
-19, -24, -4, 21, -7, -14, -126, -14, -97, -19, -14, 24, 
