I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
380, -1805, -2186, 712, 1283, -1995, 488, 1102, -9, -1346, -1473, -1385, 
380, -1805, -2186, 712, 1283, -1995, 488, 1102, -9, -1346, -1473, -1385, 
380, -1805, -2186, 712, 1283, -1995, 488, 1102, -9, -1346, -1473, -1385, 
380, -1805, -2186, 712, 1283, -1995, 488, 1102, -9, -1346, -1473, -1385, 
326, -1742, -2069, 707, 1198, -1905, 497, 976, -239, -1420, -1493, -1356, 
273, -1678, -1952, 702, 1112, -1815, 507, 849, -458, -1493, -1503, -1337, 
219, -1615, -1834, 697, 1027, -1725, 517, 722, -678, -1566, -1512, -1317, 
165, -1551, -1717, 692, 941, -1634, 527, 595, -897, -1639, -1522, -1298, 
117, -1439, -1556, 661, 836, -1498, 551, 585, -868, -1546, -1459, -1239, 
78, -1337, -1415, 629, 746, -1376, 575, 575, -849, -1464, -1405, -1180, 
39, -1234, -1273, 597, 656, -1254, 600, 566, -829, -1381, -1351, -1122, 
0, -1132, -1132, 566, 566, -1132, 624, 556, -810, -1298, -1298, -1063, 
-39, -1000, -961, 519, 461, -980, 658, 585, -707, -1171, -1185, -976, 
-78, -878, -800, 478, 361, -839, 683, 614, -605, -1044, -1083, -897, 
-117, -756, -639, 436, 261, -697, 707, 644, -502, -917, -980, -819, 
-156, -634, -478, 395, 161, -556, 732, 673, -400, -790, -878, -741, 
-175, -546, -370, 361, 97, -458, 775, 775, -312, -712, -795, -673, 
-195, -468, -273, 331, 39, -370, 819, 868, -234, -634, -712, -614, 
-214, -390, -175, 302, -19, -283, 863, 961, -156, -556, -629, -556, 
-234, -312, -78, 273, -78, -195, 907, 1054, -78, -478, -546, -497, 
-234, -297, -63, 265, -85, -180, 941, 1112, -63, -448, -497, -458, 
-234, -283, -48, 258, -92, -165, 976, 1171, -48, -429, -448, -419, 
-234, -268, -34, 251, -100, -151, 1010, 1229, -34, -409, -400, -380, 
-234, -253, -19, 244, -107, -136, 1044, 1288, -19, -390, -351, -341, 
-234, -248, -14, 241, -109, -131, 1005, 1195, -73, -395, -317, -312, 
